document,label sentiment,label category
recent tweet relev tweet news twitter adapt facebook timelin algorithm true realli disappoint serious alreadi highlight featur dont main reason stop use facebook first place ,neg,feature
happen sinc yesterday cant tweet retweet anyth draft folder full tweet keep say fail send everyth els phone work fine obvious twitter problem ,neg,bug
jerk thought chang one photo appear grid onli describ bizarr good idea ,neg,ui
realli like twitter late jump back forth premoment twitter postmoment twitter start mess tweet speed ,pos,performance
problem cant photo anyon els profil tri like facebook much riptwitt ,neg,bug
problem link facebook account twitter updat statu shown twitter account tweet twitter share account ,pos,bug
notif get notif thi sinc last updat also everi time time line refresh automat read tweet jump thi issu sinc scroll resum pleas issu fix ,neg,bug
display media notif problem twitter alway show thing sensit mediacont though like everi pictur video post shown sensit content dont understand senset draw fave celebr film part room dont also dont alway notif mention tweet someon like retweet respond tweet also dont alway notif peopl notif tweet ,neg,ui
complaint took get use 101 facebook thing would make better whatev ,neg,feature
stop mess thi anoth unnecessari updat screw race timelin click link repli tweet ,pos,feature
notif select notif feed show onli peopl follow hasnt chang feed still peopl dont follow bother pleas thi thank ,neg,ui
write chang updat cant believ guy dont updat changelog sinc highlight seriou seem dont care custom stupid updat without know content updat anyway could better exampl filter tweet repli profil ,neg,feature
notif sound cant chang even select differ notif sound default play come guy rest app work well seem galaxi issu popular android phone thread talk thi ,pos,bug
onli thing dont like phone limit tweet onli like month also realli wish could edit tweet instead delet peopl mute still timelin ,neg,feature
android updat twitter crash edit header excel photo larg neat arrang though photo tweet tend show media section special older media pleas ,neg,bug
better month still like design mani bug glitch ,neg,ui
dislik latest updat design veri ugli plu bunch prefer twitter design back 2012 bottom screen option chang screen layout also chang font twitter base devic font onli thi twitter find peopl ,neg,ui
notif twitter mobil better laptop chang busi acccount without log sometim scroll jump near even read tweet pleas dont automat thi readi follow 1000 peopl scroll minut end shouldnt continu show peopl follow tweet ,neg,ui
crap would great actual work tablet instead crash everi singl time open uninstal reinstal multipl time luck ,neg,bug
okay noth excit still disabl preview instagram link notif alway forget read ,pos,ui
star longer get notif open someon tweet dmed notif thi ,neg,ui
everi time profil dosent take back home screen rate star ,neg,ui
onli thing highlight turn reason stop show irrelev crap ,neg,bug
good know dont read peopl write look averag star number actual read thi thank guess ,neg,feature
fact thi still send open ridicul open bring left unless havent open even bring ,neg,ui
love thi best ever use love twitter better facebook friend join twitter ,pos,feature
cant live without twitter periscop enough said love twitter easi conveni much faster bore realli live periscop well alway great twitter ,pos,feature
facebook twitter turn facebook suck need simpl edit button unnecessari updat like alogarithm heart anyth els serious mani peopl annoy ,neg,ui
show vedio give star solv thi problem vedio play well pleas solv mobil model samsung i9505 ,pos,ui
background problem everi time switch anoth twitter refresh dont know befor ,neg,ui
use love hate love thi forev guess updat thi work great befor crash load went star ,neg,bug
room improv thi would star directli show full size photo preview current click everi meme bottom part ,neg,ui
wont download reset phone twitter wont download app download fine ,neg,feature
crap cant view follow cant view follow interfac confus intuit feel like fight interfac constantli feel like dont know want trend garbag everywher ,neg,ui
bug ever sinc last updat cant receiev notif cant chang notif exampl turn notif mention back main screen back set turn still dont receiv notif also sometim view pictur timelin press back automat back timelin ,neg,ui
issu forc close send messag freez respond log turn phone ,neg,bug
almost perfect thi would handsdown best social network site notif werent irrelev often dont care follow follow whoever somebodi follow like tweet remov thi equat clear winner ,neg,feature
simpl complet love keep profession inform taki fit like need ,pos,feature
time line jump timelin jump everi time view post thi could annoy use thi less less ,neg,ui
thi soon shld detail descript mani profil name profil pic check certain account tweet activ ,pos,ui
straight doesnt work take min load messag notif click profil take around mind load like good enough updat good internet need sort dont applic twitter differ format pleas ,neg,performance
love tweet stuff like tweeti bird differ ,pos,feature
updates worst get dumb highlight onli show bore stuff dont bring favorit back includ media doesnt apprecit photo like ,neg,feature
let edit account want chang background profil choos photo close twitter updat profil day guess doesnt chang ,neg,ui
great chang phone tri version awesom littl thing cant swipe among differ window like previous could hope bring similar featur back ,pos,ui
okay take limit tweet would perfect like everyth would good limit ruin thi sometim short video pictur dont upload ,pos,ui
twitter pleas stop turn facebook edit button would great ,pos,ui
thi use perfectli find updat pictur let time line soon touch pictur full screen wont show pleas thi realli annoy ,neg,ui
order tweet annoy advert mimic tweet repli instead clearli mark advert sneaki welcom whole servic seem slow veri definit slipperi slope ,neg,performance
give facebook twitter goe thi updat chang thing chronolog delet account dont need facebook riptwitt ,neg,feature
refresh notif keep tell notif notif month browser twitter one pleas thi ,neg,ui
annoy ever sinc layout updat keep switch format format like format better thi extrem annoy like cant make mind reinstal still problem thi give five star wont even open ,neg,ui
realli like twitter someth happen tweet use twitter year 3038 tweet like tweet wnet back profil tweet someth wrong twitter send tweet fail send iti tri mani time wifi cours still wont send restart phone check twitter wont send ,neg,bug
imag preview huge mini lollipop everi second word swipe keyboard doe implement auto space onli twitter islik thisso canyou pleasefix itthank ,neg,ui
great except pleas remov promot dont constantli remov ,neg,feature
firstli crash sever time secondli scroll timelin nowher take back thirdli open camera tweet make whole phone freez itttttt ,neg,bug
video wont load everi time watch video say content avail thi quit time realli appreci updat would thi ,neg,bug
pretti good realli like thi simpl easi thru onli notif choos phone keep guy veri good ,pos,feature
bring best place wage intellectu battl keep score charact ,pos,feature
better facebook tweet thing beauti follow like tweet follow onli follow back interest anim lover posit attitud ,pos,feature
wonder wonder easi updat thing simpl love thi becaus eas work ,pos,feature
love great news feed use news feed importantli allow multipl account mani app abl puzzl though prompt dont understand ,pos,feature
cant chang header everi time chang twitter header keep say twitter stop everi time go profil also say twitter stop pleas ,neg,ui
wont chang notif sound mani updat still cant chang notif sound pleas thi also sent twitter email issu ,neg,bug
mobil notif reason dont mobil notif anymor tri chang set cant access part set realli ped ,neg,bug
notif section insid alway badg notif section never notif pull refresh never doe ,neg,bug
cant tweet anyth keep say tweet fail tri uninstal reinstal noth work ,neg,bug
twitter rule roost twitter connect world outsid paramet covent human interfac truli great ,pos,bug
twitter tweet love knew get peopl kind wrong someth dont agre love sport comedi ,pos,bug
easi annoy featur easi featur annoy wont away even though mark dont like multipl time ,neg,bug
happen cant pictur pictur broken pleas ,neg,ui
freez keyboard freez away thi fix like twitter fix issu work great back star ,neg,ui
updat well updat still still wait respons question keep get kick twitter everi time like anyth twitter unfortun stop hell ,neg,feature
market much easier twitter constantli sign ,neg,feature
eas veri easi tweet read time line wasnt biggest everi move post stop thank great ,pos,ui
updat cant load tweet cant tweet anyth cant tweet reload time still doe load anyth ,neg,bug
veri annoy past day havent abl send tweet mobil photo attach realli frustrat stay send tweet minut error messag say fail send tweet tri uninstal reinstal twitter avail ,neg,bug
would give star edit option cmon twitter ,neg,ui
log whenev restart phone thi issu account keep log whenev restart turn phone start pleas ,neg,bug
receiv notif 5940 still havent receiv notif sinc twitter version 5350 everyth turn twitter 5940 also twitter set android 442 kitkat phone thi bull thank ,neg,bug
problem cant chang banner without mess ,neg,ui
seriou problemmedia video gif load veri slowli buffer unlik facebook much easier enjoy video ,pos,feature
love thi appbecoz freedom express gives unlik facebook4 improv would like remain with160 charact onli option includ note icon link upto mayb 10000 word like camera icon given ,pos,feature
dont like media style better photo video grid style layout ,neg,ui
forc close cant updat profil stop give updat highlight dont need ,neg,bug
mani permiss dont actual requir access ask order work reduc also move card browser ,neg,feature
everytim updat header photo alway say twitter stop header wont updat pleas ,neg,ui
frustrat refresh timelin nowher reason exit photo reclick activ save button retweet fave random tweet tri fave anoth give notif phone certain thing like highlight poll disabl crash fave rting someth exit reopen veri annoy use less less reason ,neg,ui
good issu first get error especi list second support languag pretti annoy ,neg,feature
forc close updat layout without twitter forc close thi issu pleas ,neg,bug
good need charact post ,pos,feature
pleas guy last updat dont work thank ,pos,bug
couldnt tweet sinc updat updat cant tweet save send sinc yesterday upgrad twitter ,neg,bug
hate life doesnt event work half time alway forc close pleas like asap ,neg,bug
awesom text peopl around world make friend onli part dont like take forev sign ,neg,feature
veri help like help text friend instal like text free ,pos,feature
auto space doesnt work manual space everi word ,neg,ui
receiv notif thi push notif work must open know someon mention messag ,neg,feature
okay good miss icon badg mayb could star ,neg,ui
updat everi updat notif updat visual user bug ,neg,bug
garbag realli disappoint thi doe need updat servic worst ever keep consum space arent improv pleas ,neg,performance
keep close everi time updat profil forc close uninstal reinstal sever time ,neg,bug
still better look doesnt legit featur ,neg,ui
veri unsatisfi get mobil notif happi text notif ,neg,ui
pretti good love peopl want follow amaz follow youtub favorit ,pos,feature
use show tweet phone notif say tweet tweet click never open tweet click first place instead drag notif page hopelessli drown flood tweet notif never find tweet read ,neg,ui
chang header start lag restart would visit account would restart pleas ,neg,ui
pointless updat updat useless take space arent introduc anyth highlight keep advertis suck make updat actual updat someth ,neg,performance
